member_id,uplift_score,rank
626,0.19470015881228692,1
9561,0.18331328227957938,2
6716,0.18071883918157539,3
7244,0.17997836326670308,4
1772,0.1793399953810681,5
5819,0.1771278765159071,6
6691,0.17607755799812874,7
2866,0.17493382654450912,8
1290,0.1700305067638918,9
2553,0.16799219334243948,10
5241,0.16705968272238553,11
2381,0.16652321767483158,12
6717,0.1651120908173611,13
52,0.1615281483676751,14
6084,0.1605675197822784,15
7816,0.16041335447146599,16
5360,0.1599159695662784,17
5030,0.15985103999440886,18
6782,0.15924842490036462,19
475,0.15888047979763065,20
7780,0.15874090359917242,21
2126,0.15783207268246918,22
6394,0.15745283742426913,23
1168,0.15706508102163563,24
7177,0.15701236629384552,25
1298,0.15682370744811736,26
9932,0.1566457303949385,27
6094,0.1566134702040612,28
240,0.1563138337881726,29
922,0.15582343783105573,30
3703,0.15574389879038247,31
8298,0.1546585246256161,32
1572,0.15405076132119594,33
6082,0.15359515614764008,34
8250,0.1535547038436103,35
4212,0.15252445510905926,36
1706,0.15176949282252558,37
9146,0.1516398348808652,38
4481,0.15160950794662664,39
4848,0.15144100990216028,40
5029,0.15122790847774537,41
2769,0.1511228029559702,42
273,0.15101096837071942,43
8224,0.15068743488878658,44
9590,0.1505144659631623,45
6721,0.15021200601883383,46
7040,0.1495664422569561,47
8984,0.14956479347964033,48
6283,0.1494616968523763,49
4706,0.1494217034428426,50
8500,0.149154733762755,51
6300,0.148797656849821,52
509,0.1484866049602003,53
1805,0.14843629671847708,54
6896,0.14829133648964304,55
4893,0.1482596577917667,56
1170,0.14788791621164304,57
5756,0.14771075918490262,58
9245,0.14761559659265594,59
5738,0.14760450592082758,60
177,0.14754240843394184,61
5789,0.14736674071867067,62
241,0.14730042517000197,63
5166,0.14726167440512977,64
202,0.1469436697834282,65
2117,0.14639481798321213,66
4287,0.14614818995923412,67
8918,0.14611861644463958,68
3089,0.1457479226219625,69
7169,0.14536370031865425,70
2935,0.14519690383606831,71
3321,0.14518842722805997,72
3236,0.14518345816719447,73
4965,0.1450237582978133,74
5093,0.14472955297873247,75
2783,0.14472286156138042,76
5076,0.14469322105615956,77
5928,0.14460163399234405,78
7946,0.14443887339800554,79
4374,0.14429775302389447,80
9031,0.1442695616172996,81
9939,0.14424989321308823,82
8317,0.14424364355848573,83
3167,0.14418466838214306,84
9232,0.14379790030781736,85
9128,0.1437633754252277,86
5202,0.143668201459364,87
5189,0.14301435142613866,88
2107,0.1428997246314111,89
6365,0.14287418005927965,90
7095,0.14238506890288116,91
4117,0.14221296235672648,92
3040,0.14178517265125753,93
9241,0.14118154022994395,94
7233,0.1409832611630618,95
7255,0.1408868905514597,96
4602,0.14077557191804274,97
4647,0.14034786726905568,98
2487,0.1403013372123066,99
8132,0.14024316425250832,100
5693,0.1400546441882472,101
5047,0.13952050050566212,102
9964,0.13922385192050463,103
8536,0.13911224127464766,104
2606,0.138859177981419,105
9566,0.1387395943372439,106
6887,0.13868578949409188,107
7812,0.13867085808226398,108
7398,0.13857833699461275,109
8056,0.13846131413703083,110
3265,0.13812934774806584,111
3737,0.13811228663051756,112
3382,0.13806295157707688,113
4271,0.13795952796300848,114
5999,0.13767301917913038,115
7837,0.13766111617400756,116
6408,0.13758240732143562,117
1736,0.13716725238700994,118
8662,0.13688247992393046,119
2947,0.13686610586823011,120
9669,0.1365192205230436,121
8279,0.13648533231636195,122
5275,0.13642536390695637,123
8800,0.1362363030072159,124
8935,0.13615573452820512,125
7180,0.13604678471684162,126
8471,0.13576571928569653,127
2497,0.13574173376680176,128
4625,0.135696663808629,129
2843,0.13568015922561633,130
2756,0.1356751754609044,131
5058,0.13541051720493674,132
4522,0.13537785439544553,133
3374,0.13536643096671064,134
1853,0.13531567747629986,135
9547,0.1352876078299638,136
2994,0.13527982956374485,137
4344,0.1352009664800225,138
4952,0.1350569155096124,139
7937,0.13486539059468106,140
4869,0.13485892384391707,141
701,0.1347369118146452,142
5185,0.13469055386656892,143
7033,0.1346287156261584,144
9486,0.1346195019827443,145
307,0.13460510004088344,146
6415,0.134567712615864,147
465,0.13455699032971702,148
1213,0.13385830809092925,149
1029,0.133795509345553,150
2505,0.133782471675907,151
1421,0.13361411037657023,152
2091,0.13329551807110562,153
4922,0.13326220946474304,154
6984,0.13326074002409521,155
4898,0.13324158747026765,156
8369,0.13322090431161027,157
1294,0.13269551761128823,158
9892,0.13248778066276629,159
1995,0.1322865921274785,160
7023,0.13223255690769153,161
4012,0.13216555868094582,162
4723,0.13202160624196618,163
1365,0.13201426383620105,164
9825,0.13172166756134984,165
6527,0.13151514527331887,166
2701,0.13144541374690905,167
8256,0.13141851455962078,168
167,0.13139714052648188,169
2232,0.1311634322144236,170
3723,0.13110948789047167,171
2058,0.13109505671186983,172
6443,0.1310515071424621,173
3635,0.13094112336298042,174
823,0.13084869347143352,175
4104,0.13079129751173035,176
2417,0.13076379234763358,177
2127,0.1307598370705529,178
230,0.13064131196933798,179
2660,0.13045990348576164,180
9435,0.13022978069944163,181
4138,0.13021734455120215,182
7568,0.13008682577253433,183
2037,0.12991067367265266,184
2327,0.12990267368512648,185
2241,0.12986769202429943,186
4000,0.12980995441675702,187
7166,0.1296381820993054,188
8131,0.12963265374022415,189
4022,0.12951150755259883,190
5330,0.1294545228391753,191
3548,0.1291942768380817,192
3994,0.1290419939909908,193
1417,0.12896487424988923,194
5948,0.12877161438452134,195
1484,0.1283555924114979,196
3239,0.12829203437505676,197
885,0.128215207713076,198
4832,0.12819495951081317,199
3654,0.12798135936921323,200
9748,0.1278952243820854,201
312,0.1278837304213667,202
6209,0.12788325270389783,203
9988,0.12782025343229764,204
5605,0.12767541792134157,205
3186,0.12761692001837188,206
4742,0.12761268750041102,207
4998,0.1274535468113432,208
590,0.127372712535338,209
5317,0.12736072214571664,210
4285,0.12735692313564662,211
9055,0.1273359802457686,212
1920,0.1272450931078293,213
1375,0.12719823342418551,214
8621,0.12709518332368389,215
622,0.1270713321212285,216
1449,0.12677104400753197,217
9559,0.12667946943394376,218
4715,0.12667938226547265,219
253,0.12663535339276125,220
5442,0.12657528495096038,221
7721,0.1265483806460892,222
4378,0.12650300801558867,223
1704,0.12648928377139196,224
6627,0.12632844133015875,225
7603,0.12625618295553254,226
3245,0.1261595872260327,227
3814,0.1261078133386646,228
9480,0.12603082159449908,229
1605,0.12590042605340834,230
3739,0.12586498746131985,231
1840,0.12580121634773717,232
3950,0.12576148468123072,233
8753,0.1257471212933985,234
5931,0.12573598312288184,235
9836,0.12571640295452935,236
38,0.12567559620927315,237
9267,0.12562399876482366,238
5884,0.12554189729444998,239
1171,0.12542580796461722,240
6595,0.12514960111442935,241
6529,0.12470596786105881,242
8982,0.12457657224992486,243
196,0.12451343891354438,244
2694,0.12437287072065378,245
3916,0.1243638633988251,246
422,0.12435887161048598,247
4050,0.12435274524629525,248
4155,0.12429491527114633,249
704,0.12421079011968489,250
5767,0.12415956366344955,251
9387,0.12415084308119084,252
8185,0.12407280758269373,253
6993,0.12403955154932467,254
2817,0.12399397370313842,255
8819,0.12398313859240873,256
8672,0.12392321370916298,257
3068,0.12389102428728777,258
7652,0.1238836838880133,259
2352,0.12375556090876416,260
48,0.12370140550181774,261
7050,0.12360021380911124,262
8770,0.12344451364648973,263
7190,0.12329666759968877,264
8414,0.12328600965185621,265
6905,0.12324751240019471,266
3479,0.12321101935318574,267
3706,0.12314769396650288,268
4473,0.12309852498354451,269
7599,0.12297588775704416,270
1495,0.12277113006597101,271
9682,0.12273693933789587,272
7029,0.12272031094038849,273
8407,0.12267322488479282,274
3521,0.12263236010161699,275
6372,0.12262410032642157,276
9806,0.12257085963885833,277
4879,0.1224221139683912,278
4526,0.12241868174044263,279
9101,0.1223560940833367,280
4071,0.12209130305123295,281
6633,0.12205572848188528,282
5578,0.12196445800241429,283
6740,0.12194955332547025,284
7375,0.12190541796730209,285
2051,0.1218275590872327,286
9437,0.12171726226755175,287
3886,0.12158025023223723,288
1728,0.12141565240734681,289
7356,0.12119628880666816,290
4752,0.12109890467554713,291
2097,0.12102025846600051,292
5446,0.12098783457943302,293
4794,0.1208962277208529,294
3721,0.12087572590075335,295
7335,0.12083027965999538,296
4298,0.12078803309685493,297
7368,0.12076500231773979,298
2686,0.1206403526413275,299
4979,0.12062614514298206,300
8862,0.1204320053981931,301
1310,0.12028984553250077,302
2612,0.12025562919969374,303
6696,0.12015039944497613,304
5238,0.12001981883079976,305
4472,0.11993337125914938,306
5514,0.11992423541965624,307
6464,0.11980286155156317,308
4933,0.11978847857913005,309
7220,0.11978145905067117,310
7784,0.11968421338500318,311
95,0.11964386706071495,312
3491,0.11961389620912138,313
9345,0.11960303788872167,314
3849,0.11956108535774523,315
7591,0.1195065379537687,316
5769,0.11945601878687628,317
5585,0.11937983335714797,318
958,0.11936495245331519,319
2635,0.11925278800848105,320
6608,0.11925276941019144,321
3707,0.11916177420882135,322
2266,0.11912034385653752,323
867,0.11909094936862191,324
4390,0.1190846285201948,325
8899,0.119080701607099,326
7394,0.11906016213014248,327
8872,0.11902002096766451,328
3417,0.1190091460821919,329
3481,0.11900271328811157,330
5611,0.1188784402595065,331
7682,0.11886560027857812,332
6770,0.1188311822641191,333
6911,0.11879185641397122,334
8663,0.11870132112899423,335
1703,0.11853992172212852,336
2942,0.11853554491034152,337
737,0.11848418008296435,338
3829,0.11841530569466169,339
584,0.118408162753945,340
88,0.11837561216751019,341
1078,0.11833710467943342,342
7232,0.11832898161868072,343
8198,0.1182913701026197,344
5258,0.11803835206371804,345
5323,0.11793881374370813,346
2260,0.11790909106230968,347
3890,0.11787787149403306,348
9846,0.11782934225225544,349
2102,0.11770157101410011,350
6253,0.1176241981419105,351
9518,0.1175847840083235,352
2577,0.11757627376799701,353
5124,0.11748611688042365,354
5621,0.11745981173686443,355
4215,0.11743781742679632,356
9809,0.11741779065466662,357
7203,0.11722652528270827,358
4634,0.11719221346414915,359
8783,0.11713193816277434,360
9118,0.11711707518955156,361
2977,0.11711682791712741,362
6789,0.11705418739759943,363
2970,0.11703151609358509,364
836,0.11697185660724563,365
9881,0.11696031130944629,366
2156,0.1168913956928212,367
5634,0.11681689179523225,368
9720,0.11679177345200928,369
3591,0.11675621057434915,370
4604,0.11673921174816504,371
2883,0.11672574329572794,372
4623,0.11662399351042602,373
6577,0.11658393985689075,374
250,0.11653077154108665,375
9153,0.1164463032384398,376
949,0.11644115000530136,377
7643,0.11644094728418608,378
1878,0.1163282162083773,379
3368,0.11629068018377015,380
3827,0.11628983218188588,381
7290,0.11625892012614447,382
7897,0.11623660239923261,383
5955,0.11604287133743457,384
648,0.11594584780156653,385
3858,0.11590837046404862,386
429,0.11589502691679476,387
2528,0.1158104627999687,388
2377,0.11577208878875256,389
2678,0.1157447098983625,390
2516,0.11562464867437058,391
1317,0.11549262887171119,392
1330,0.11548027681970696,393
1033,0.1154492705924636,394
2290,0.11543907985302215,395
1471,0.11535963673594352,396
8006,0.11526023569326427,397
1039,0.115236640396084,398
1198,0.11522701596514195,399
5198,0.1152010626944403,400
6538,0.11515478183198496,401
1951,0.11514906711861023,402
231,0.11510667292806082,403
6450,0.11506304877910045,404
3273,0.1149557500832826,405
872,0.11484263782261073,406
2341,0.1148383942660327,407
2302,0.11476614795878692,408
5967,0.11473733129332314,409
3685,0.11470373534466966,410
218,0.11462938000298756,411
293,0.11454005241127552,412
1924,0.11451725618719255,413
5807,0.11442556292436196,414
1797,0.1143508496784455,415
7011,0.11432213461324686,416
49,0.11420348912054917,417
91,0.11416465927651626,418
4331,0.11406166407055984,419
4018,0.1140326568066215,420
8389,0.11395650556693127,421
9739,0.11388011007926768,422
4924,0.11377083818141898,423
1176,0.11375169282552472,424
9962,0.11374477941944028,425
1731,0.11367952245727103,426
7912,0.11365205588743532,427
1187,0.11364113544468113,428
479,0.113598655488443,429
9922,0.11355064635866496,430
9683,0.11354002117186518,431
4808,0.11352735772151745,432
6419,0.11343462941978177,433
8629,0.11338371073910242,434
4951,0.11331260788134889,435
717,0.11327605644643218,436
3480,0.11327442329678167,437
7141,0.11324274800797335,438
1370,0.11321619818658951,439
179,0.11314596072727073,440
1025,0.11291988827663807,441
5846,0.1129041144416526,442
7982,0.11286918705981175,443
3709,0.11282048214167748,444
178,0.11275154743960802,445
3961,0.1127366662584221,446
9565,0.11272803526863123,447
6380,0.11261144632790948,448
4504,0.1125882610437356,449
5499,0.11248406460766258,450
5951,0.11248054163722404,451
4009,0.11241340384796555,452
3571,0.11237974947482049,453
4809,0.11226710999499351,454
8762,0.11207192804001959,455
3238,0.11192321345141626,456
7277,0.11191358682884267,457
6952,0.11182126203742743,458
3468,0.11175823279945135,459
3806,0.11162814246787328,460
7323,0.11162248646259265,461
454,0.11161763544441378,462
3433,0.11151971624030926,463
7154,0.11145220113396165,464
8841,0.11145123555128444,465
599,0.11134251928190023,466
5454,0.11122510921081039,467
8754,0.11122442971789684,468
8566,0.1111406784060387,469
3025,0.11112916249738919,470
1742,0.11111668761806343,471
3383,0.11111642459363985,472
5515,0.1111031143396427,473
8690,0.11105336795155285,474
8294,0.11101245204316323,475
2971,0.11099506801791093,476
204,0.11091181993897137,477
1406,0.11087723259856269,478
3544,0.11074819450227252,479
3856,0.11071840902424462,480
3426,0.11067382200060599,481
9343,0.11065989609913268,482
5872,0.1106471640171795,483
2247,0.11064117693211817,484
4590,0.1105197089944554,485
709,0.11051948826580626,486
3062,0.11049302811517653,487
2863,0.11047159034888746,488
7492,0.11047115061145124,489
7865,0.11037844748868464,490
5457,0.11037378659559127,491
5232,0.11036991554686287,492
8364,0.11036404866772154,493
7910,0.11033875267750831,494
137,0.11028669204222263,495
164,0.11026468312336452,496
226,0.11025137489506798,497
3093,0.11013586036535561,498
9940,0.11012996176561612,499
1656,0.11011422464411585,500
3422,0.1101060308745524,501
5739,0.11009162495559693,502
489,0.11003143724370379,503
2383,0.10996106299294894,504
1517,0.10982116448769313,505
3835,0.1098200438336171,506
3976,0.10978312937500334,507
760,0.10978026796137247,508
8775,0.10975568524267065,509
937,0.10971552006156365,510
5888,0.1096633605374214,511
5142,0.10957456557667616,512
8511,0.10952287284398804,513
862,0.10951486579121045,514
1981,0.10951085223747425,515
6434,0.10950608362651038,516
8469,0.10947999048548968,517
9433,0.10946721779081481,518
8001,0.10945175406868657,519
7372,0.10937989319992114,520
2218,0.10934222001582206,521
6901,0.1092686504930992,522
5506,0.10926852672520176,523
9610,0.1092288982630874,524
6035,0.10911528186665637,525
5354,0.1090735667915716,526
714,0.10906584789788926,527
8822,0.10906560110210622,528
2768,0.10906523088021919,529
6694,0.10904824238796662,530
8893,0.10899649771365566,531
908,0.10892523043617974,532
2978,0.1089063749151628,533
8704,0.1088741521091734,534
4109,0.10885820057735962,535
1694,0.10880984798401577,536
3704,0.1088076223883801,537
4054,0.1087971709507522,538
9438,0.10876320931147121,539
364,0.10874541959799305,540
1475,0.10873147990356308,541
4503,0.10871298613029617,542
6200,0.10869793206796496,543
6808,0.10865226223352997,544
500,0.10856547081999662,545
7545,0.10854974663186501,546
2246,0.10854618316696657,547
4487,0.1085317943069492,548
3640,0.1085120821624696,549
4613,0.10850241846121339,550
3395,0.1084259989950685,551
1403,0.10842138599459439,552
3651,0.10840694862245276,553
2358,0.10837314490552508,554
7631,0.10835180954986406,555
6975,0.1083464756770916,556
3337,0.10815540961340764,557
3887,0.10814176224309363,558
4468,0.10812443111611264,559
3406,0.10810370628135157,560
9445,0.10809312021926964,561
6858,0.10800872533354111,562
6622,0.10798505162375899,563
6558,0.10789938280949912,564
8456,0.10789732923500472,565
7871,0.10776104861788505,566
4678,0.1077144745321641,567
3649,0.10770393261607564,568
6598,0.1076334162793669,569
1795,0.10760694593500775,570
1423,0.10758079981776242,571
3300,0.10756851303157577,572
2360,0.10751326730353278,573
3492,0.10748029064620512,574
7310,0.10746425173541907,575
1454,0.10741900746513372,576
7959,0.10732909599041357,577
4190,0.1073288460701951,578
3347,0.10726331952949181,579
1149,0.10725846126786703,580
8147,0.1072473301093127,581
6795,0.10712440536160756,582
8284,0.10701577395013201,583
7422,0.10699633633571337,584
4642,0.10699321406431295,585
2057,0.10699239178578207,586
5254,0.10691522399274012,587
6330,0.10688172904983381,588
1683,0.10683854579798302,589
9685,0.10681147099710653,590
8573,0.10675508166914738,591
8924,0.10674366737805713,592
7348,0.10669965322626801,593
7306,0.1066551646160952,594
2043,0.1066465958219589,595
6474,0.10660623683627368,596
8932,0.10659220649690232,597
3004,0.10657399217749852,598
6949,0.10640900550359783,599
4363,0.1064021447328109,600
705,0.10638821115842112,601
5965,0.10634050174221626,602
2355,0.10631020122791207,603
9507,0.10626425618573276,604
1024,0.10623961289135153,605
8496,0.10620870846904923,606
9602,0.10620404604103456,607
7921,0.10615131473834333,608
8039,0.10607084918278337,609
6831,0.10606690598690938,610
4645,0.1060019952133085,611
1270,0.10600050962389923,612
7748,0.10597015106258623,613
8151,0.10593762802237355,614
6090,0.10588725259296955,615
7653,0.1057542635950422,616
2330,0.1057229466802311,617
2786,0.10572028765819058,618
4031,0.10568935986381534,619
7523,0.10565346237058071,620
3240,0.10559912939475746,621
9398,0.1055518296591404,622
6985,0.10554347587428198,623
4223,0.10546322054887852,624
1784,0.10543300878000439,625
9208,0.10536403418643359,626
4358,0.10534753004960318,627
7575,0.10532316352672677,628
3675,0.10530858570681756,629
8508,0.10529712166351124,630
7609,0.10524765280112858,631
1753,0.10522106118619312,632
9675,0.10521648463964411,633
9467,0.10513027686401616,634
3812,0.10512414704480033,635
8261,0.10511566643182385,636
706,0.105100717839745,637
6055,0.10503851180210666,638
2695,0.10501826578810364,639
3246,0.10499094964980193,640
6327,0.10495208013802343,641
6839,0.10482964897999708,642
5892,0.10478110984426176,643
1404,0.10477165383377585,644
5873,0.10473609926462685,645
184,0.10472809725101062,646
3163,0.1046832460935383,647
5327,0.10464666377534154,648
7847,0.10454295889303811,649
7864,0.10452342807913395,650
5440,0.10450522746035701,651
8740,0.10449912755012247,652
3133,0.10447164550907884,653
8638,0.10446013929837034,654
6406,0.10435125417547236,655
3889,0.10431907072816371,656
6776,0.10428461158376384,657
5083,0.10423139430229433,658
1866,0.10420424768376291,659
9358,0.10419853635334403,660
6180,0.10416081491364099,661
9414,0.10413442206055568,662
7282,0.10409579482041531,663
7204,0.10407254576940467,664
8409,0.10396965443710388,665
4164,0.10393842176990464,666
1429,0.10393482440509189,667
2996,0.10388458530570549,668
3861,0.10385228257837797,669
462,0.10385105191728478,670
3275,0.10376655931804657,671
480,0.10365302969442208,672
6426,0.10364383095087443,673
8687,0.1036306942107667,674
671,0.10358752955511935,675
6888,0.10357815117128438,676
9472,0.10352786790179691,677
8902,0.10345755958498543,678
7838,0.10340924140863328,679
6796,0.10339151531550705,680
7414,0.103334989390295,681
159,0.10332253927087337,682
8218,0.10330106748687179,683
7391,0.10329160985530123,684
216,0.10326476561153619,685
7902,0.10326014008529438,686
5809,0.10321897347638753,687
1004,0.10321809833927664,688
6867,0.10315278020690877,689
76,0.10315102739182275,690
4208,0.10312054141779986,691
2936,0.10308832433526754,692
2217,0.10306578835291968,693
9224,0.10305107209879433,694
7677,0.10303462025880672,695
812,0.10302492022332022,696
4194,0.10295294793259158,697
5574,0.10294249366482511,698
1598,0.1029396461400055,699
501,0.10293237579439557,700
880,0.10290038760308556,701
6091,0.10288164413306783,702
1301,0.10286080002687875,703
2077,0.10279563263795871,704
5104,0.10279207161313325,705
871,0.10274770351095563,706
4849,0.10269226896524042,707
1915,0.10264707782758892,708
9907,0.10263706304816972,709
9709,0.10262236246220907,710
1181,0.10261211582830498,711
1506,0.10258634027204055,712
3074,0.10257316003720368,713
7642,0.10256728289373074,714
6822,0.1025366303217683,715
6777,0.10252503250568445,716
4531,0.10249021775437339,717
7028,0.10246561916501024,718
7987,0.10245943223965348,719
3121,0.10240409067948925,720
3138,0.10239385528434258,721
6477,0.10232246564510311,722
1102,0.10229957699099379,723
9449,0.10227611814720955,724
8184,0.10220410701166394,725
7883,0.10219827628136047,726
2424,0.102185685035032,727
7634,0.10218043732932519,728
8999,0.1021633338545363,729
2240,0.10216054372825129,730
5667,0.10214897254696054,731
6208,0.10208196851805046,732
8540,0.10207523356612552,733
1493,0.10207294625369723,734
6349,0.10204471845174357,735
3390,0.10199727648955526,736
8477,0.10198890076861106,737
2144,0.1019416444954766,738
5530,0.10191855734959876,739
402,0.1019160871354684,740
4017,0.101900979546105,741
3973,0.10189453908074148,742
106,0.10185080540440028,743
688,0.10183360323485424,744
2912,0.1018087615586668,745
2022,0.1017819137441377,746
7702,0.10169812502269204,747
1096,0.10168268590827684,748
1277,0.10164923549325816,749
5320,0.10163960109941517,750
2535,0.10161513353563528,751
1664,0.10150753658547712,752
9163,0.10148262520620566,753
4536,0.10147407660333152,754
2749,0.10146009138541956,755
918,0.10145908013478927,756
6194,0.10145349278590471,757
3642,0.10145258951273162,758
326,0.10144652089206013,759
7611,0.10143824812914848,760
5027,0.10138640782022557,761
2041,0.10137030791462875,762
568,0.10119732035888501,763
7084,0.10118107172791474,764
9092,0.1011515836549215,765
3974,0.1011402401586845,766
7228,0.10111624160653332,767
6841,0.1011088461314103,768
4906,0.10110104005250592,769
2692,0.10106969024947604,770
4885,0.10106624901723099,771
3172,0.1010319194332645,772
9493,0.10102693866769458,773
1781,0.10099026750431433,774
7583,0.10098338055869244,775
7157,0.10096880311721584,776
4830,0.10092399421632053,777
7994,0.1009021839358713,778
4863,0.10086073659411682,779
4552,0.10085345590325212,780
1358,0.1008278046597158,781
392,0.10082725272098342,782
1715,0.10080923204253694,783
6803,0.10079412011601246,784
6904,0.10077904236244134,785
2270,0.10076013011880414,786
6061,0.1007462498095878,787
9080,0.10072943272144708,788
7529,0.1006020106389704,789
639,0.10059620728965146,790
7942,0.10047699280125344,791
4609,0.10043314826155553,792
7125,0.10042501362583062,793
5916,0.10042002510468662,794
8434,0.1004132882704395,795
4335,0.10035478236799,796
978,0.10034064627828382,797
4987,0.10031584461273574,798
6545,0.10028067812973412,799
9239,0.10026866139013696,800
203,0.10023776524746192,801
6493,0.10023742170141942,802
5520,0.10018055817049454,803
3312,0.10016994509954141,804
519,0.10016515680082916,805
